InstanceName	alpha	beta	L	m	Tmax	ObjValue	CpuTime	IterToBest	TimeToBest
poi-10-3	2	1	14	3	59	0	0.0229566	0	0
poi-10-3	2	1	14	3	119	243	0.0751619	0	0
poi-10-3	2	1	28	1	59	0	0.0218744	0	0
poi-10-3	2	1	28	1	119	243	0.0739924	0	0
poi-10-3	2	1	28	2	59	0	0.0226705	0	0
poi-10-3	2	1	28	2	119	243	0.0816069	0	0
poi-10-3	2	1	28	3	59	0	0.0234148	0	0
poi-10-3	2	1	28	3	119	243	0.0834206	0	0
poi-10-3	2	1.33	14	1	59	0	0.021332	0	0
poi-10-3	2	1.33	14	1	119	295	0.0640095	1	2.03E-05
poi-10-3	2	1.33	14	2	59	0	0.0220767	0	0
poi-10-3	2	1.33	14	2	119	295	0.0793458	0	0
poi-10-3	2	1.33	14	3	59	0	0.0228531	0	0
poi-10-3	2	1.33	14	3	119	295	0.0820912	0	0
poi-10-3	2	1.33	28	1	59	0	0.0216997	0	0
poi-10-3	2	1.33	28	1	119	295	0.0700516	0	0
poi-10-3	2	1.33	28	2	59	0	0.0227044	0	0
poi-10-3	2	1.33	28	2	119	301	0.0814211	1	2.42E-05
poi-10-3	2	1.33	28	3	59	0	0.0234886	0	0
poi-10-3	2	1.33	28	3	119	301	0.0857308	15	0.0002709
poi-10-4	1	0.67	13	1	59	163	0.0207777	0	0
poi-10-4	1	0.67	13	1	118	324	0.0359996	0	0
poi-10-4	1	0.67	13	2	59	163	0.0214294	0	0
poi-10-4	1	0.67	13	2	118	324	0.0366504	0	0
poi-10-4	1	0.67	13	3	59	163	0.021988	0	0
poi-10-4	1	0.67	13	3	118	324	0.0371788	0	0
poi-10-4	1	0.67	26	1	59	173	0.031855	0	0
poi-10-4	1	0.67	26	1	118	340	0.0513805	67	0.0007605
poi-10-4	1	0.67	26	2	59	173	0.0336645	0	0
poi-10-4	1	0.67	26	2	118	340	0.0542947	93	0.0010651
poi-10-4	1	0.67	26	3	59	173	0.0354128	0	0
poi-10-4	1	0.67	26	3	118	340	0.0567018	55	0.0006806
poi-10-4	1	1	13	1	59	163	0.0230067	0	0
poi-10-4	1	1	13	1	118	324	0.0605263	0	0
poi-10-4	1	1	13	2	59	163	0.023728	0	0
poi-10-4	1	1	13	2	118	324	0.0615906	0	0
poi-10-4	1	1	13	3	59	163	0.0242306	0	0
poi-10-4	1	1	13	3	118	324	0.0625555	0	0
poi-10-4	1	1	26	1	59	179	0.0297117	0	0
poi-10-4	1	1	26	1	118	358	0.0656827	25	0.0003391
poi-10-4	1	1	26	2	59	179	0.0322151	0	0
poi-10-4	1	1	26	2	118	358	0.0702278	2	2.93E-05
poi-10-4	1	1	26	3	59	179	0.0343951	0	0
poi-10-4	1	1	26	3	118	358	0.0761081	4	7.39E-05
poi-10-4	1	1.33	13	1	59	163	0.0231183	0	0
poi-10-4	1	1.33	13	1	118	324	0.0606518	0	0
poi-10-4	1	1.33	13	2	59	163	0.0235641	0	0
poi-10-4	1	1.33	13	2	118	324	0.0616094	0	0
poi-10-4	1	1.33	13	3	59	163	0.0242435	0	0
poi-10-4	1	1.33	13	3	118	324	0.0628559	0	0
poi-10-4	1	1.33	26	1	59	184	0.0289125	0	0
poi-10-4	1	1.33	26	1	118	399	0.0915795	0	0
poi-10-4	1	1.33	26	2	59	184	0.0312676	0	0
poi-10-4	1	1.33	26	2	118	399	0.0917961	0	0
poi-10-4	1	1.33	26	3	59	184	0.0332591	0	0
poi-10-4	1	1.33	26	3	118	399	0.098283	0	0
poi-10-4	2	0.67	13	1	59	163	0.0209928	0	0
poi-10-4	2	0.67	13	1	118	324	0.0359679	0	0
poi-10-4	2	0.67	13	2	59	163	0.0214553	0	0
poi-10-4	2	0.67	13	2	118	324	0.0364797	0	0
poi-10-4	2	0.67	13	3	59	163	0.021896	0	0
poi-10-4	2	0.67	13	3	118	324	0.0371037	0	0
poi-10-4	2	0.67	26	1	59	173	0.0322642	0	0
poi-10-4	2	0.67	26	1	118	340	0.0513166	5	6.67E-05
poi-10-4	2	0.67	26	2	59	173	0.0343705	0	0
poi-10-4	2	0.67	26	2	118	340	0.0543276	32	0.0003466
poi-10-4	2	0.67	26	3	59	173	0.0363971	0	0
poi-10-4	2	0.67	26	3	118	340	0.057318	42	0.0004712
poi-10-4	2	1	13	1	59	163	0.0230554	0	0
poi-10-4	2	1	13	1	118	324	0.0607197	0	0
poi-10-4	2	1	13	2	59	163	0.0235778	0	0
poi-10-4	2	1	13	2	118	324	0.0621329	0	0
poi-10-4	2	1	13	3	59	163	0.0243214	0	0
poi-10-4	2	1	13	3	118	324	0.0629197	0	0
poi-10-4	2	1	26	1	59	179	0.0301333	0	0
poi-10-4	2	1	26	1	118	358	0.0645708	1	2.27E-05
poi-10-4	2	1	26	2	59	179	0.0326432	0	0
