name,alpha,beta,L,m,T,OBJ,GAP,CPU,nodes,obj_bound,root_time,root_obj,root_bound,frac_time,frac_calls,int_time,int_calls,total_cuts,frac_conn,conn,noverlap,0noverlap,proper_noverlap,depot_flyover,synchro,compl_time,y(N),z(H),w(N),LP_time,LP_obj
poi-10-4,2,1,19,1,118,358,0,0.060906,1,358,0.05545,358,372,0.000335,8,0.000725,6,13,3,10,0,0,0,0,0,113,5,2/18,0,0.05211,366
poi-10-4,2,1,19,2,59,163,0,0.008315,1,163,0.00500512,163,176,2.1E-05,1,0.000264,2,0,0,0,0,0,0,0,0,51,3,0/18,0,0.00411201,163
poi-10-4,2,1,19,2,118,358,0,0.075692,1,358,0.0713551,358,372,0.000275,7,0.00081,9,19,3,16,0,0,0,0,0,113,5,2/18,0,0.069422,366
poi-10-4,2,1,19,3,59,163,0,0.008178,0,163,0.000442028,163,1E+100,0,0,0.000133,1,0,0,0,0,0,0,0,0,51,3,0/18,0,0.00439882,163
poi-10-4,2,1,19,3,118,358,0,0.084173,1,358,0.079108,358,379,0.000413,10,0.0007,7,16,3,13,0,0,0,0,0,113,6,1/18,0,0.117026,366
poi-10-4,2,1,32,1,59,236,0,0.011967,1,236,0.00852418,236,249,2.1E-05,1,0.000394,4,1,0,0,0,0,0,0,1,58,3,2/92,6,0.00767112,236
poi-10-4,2,1,32,1,118,358,0,0.162997,51,358,0.138163,358,398,0.002032,52,0.000603,6,12,5,4,2,0,0,0,1,115,5,2/92,1,0.0202279,434
poi-10-4,2,1,32,2,59,236,0,0.032673,1,236,0.0254791,236,249,2.8E-05,1,0.000871,4,1,0,0,0,0,0,0,1,58,3,2/92,6,0.016449,236
poi-10-4,2,1,32,2,118,358,0,0.188366,32,358,0.161224,358,407,0.001252,35,0.000489,4,9,5,4,0,0,0,0,0,114,5,2/92,0,0.0292571,434
poi-10-4,2,1,32,3,59,236,0,0.026993,1,236,0.0216558,236,249,3.2E-05,1,0.00059,4,1,0,0,0,0,0,0,1,58,3,2/92,6,0.0199552,236
poi-10-4,2,1,32,3,118,358,0,0.219832,42,358,0.176794,324,410,0.001509,44,0.000685,4,9,5,4,0,0,0,0,0,107,4,3/92,0,0.0360839,434
poi-10-4,2,1.33,6,1,59,163,0,0.005313,0,163,0.00262189,163,341,0,0,0.000292,3,3,0,3,0,0,0,0,0,51,3,0/0,0,0.00181007,201
poi-10-4,2,1.33,6,1,118,324,0,0.079451,1,324,0.076143,324,346,0.00077,18,0.00055,5,13,3,10,0,0,0,0,0,111,6,0/0,0,0.00708199,434
poi-10-4,2,1.33,6,2,59,163,0,0.005866,0,163,0.00283408,163,341,0,0,0.000307,3,3,0,3,0,0,0,0,0,51,3,0/0,0,0.00198317,201
poi-10-4,2,1.33,6,2,118,324,0,0.058902,1,324,0.0555542,324,346,0.0006,18,0.000445,5,13,3,10,0,0,0,0,0,111,6,0/0,0,0.0046742,434
poi-10-4,2,1.33,6,3,59,163,0,0.006207,0,163,0.0029881,163,341,0,0,0.000421,3,3,0,3,0,0,0,0,0,51,3,0/0,0,0.00223708,201
poi-10-4,2,1.33,6,3,118,324,0,0.059133,1,324,0.0555198,324,346,0.000599,18,0.000447,5,13,3,10,0,0,0,0,0,111,6,0/0,0,0.00468588,434
poi-10-4,2,1.33,19,1,59,167,0,0.006498,0,167,0.000396013,167,1E+100,0,0,0.000164,1,0,0,0,0,0,0,0,0,52,3,1/18,0,0.00320196,167
poi-10-4,2,1.33,19,1,118,399,0,0.057119,1,399,0.0535181,399,424,0.000379,9,0.000855,9,12,3,9,0,0,0,0,0,113,5,2/18,0,0.0818162,399
poi-10-4,2,1.33,19,2,59,167,0,0.008067,0,167,0.000344992,167,1E+100,0,0,0.000133,1,0,0,0,0,0,0,0,0,52,3,1/18,0,0.00420904,167
poi-10-4,2,1.33,19,2,118,399,0,0.080747,1,399,0.076412,399,403,0.000416,10,0.000942,9,9,3,6,0,0,0,0,0,113,5,2/18,0,0.126839,399
poi-10-4,2,1.33,19,3,59,167,0,0.008899,0,167,0.00510406,167,717,0,0,0.000292,2,0,0,0,0,0,0,0,0,52,3,1/18,0,0.00473499,167
poi-10-4,2,1.33,19,3,118,399,0,0.059086,1,399,0.0549281,399,406,0.000416,9,0.000638,5,7,7,0,0,0,0,0,0,113,5,2/18,0,0.173265,399
poi-10-4,2,1.33,32,1,59,290,0,0.011124,0,290,0.00715113,290,1389,0,0,0.000296,2,0,0,0,0,0,0,0,0,58,3,2/92,6,0.00623918,290
poi-10-4,2,1.33,32,1,118,417,0,0.187365,43,417,0.1511,378,464,0.001406,42,0.001311,13,13,0,10,1,0,0,1,1,107,4,3/92,0,0.0760632,456
poi-10-4,2,1.33,32,2,59,290,0,0.01912,1,290,0.0150158,290,291,2.1E-05,1,0.000312,2,0,0,0,0,0,0,0,0,58,3,2/92,6,0.0142109,290
poi-10-4,2,1.33,32,2,118,417,0,0.173258,56,417,0.145834,417,461,0.001625,44,0.000718,6,11,10,0,0,1,0,0,0,107,4,3/92,0,0.167034,456
poi-10-4,2,1.33,32,3,59,290,0,0.024391,1,290,0.0192902,290,291,2.1E-05,1,0.000276,2,0,0,0,0,0,0,0,0,58,3,2/92,6,0.01826,290
poi-10-4,2,1.33,32,3,118,417,0,0.228812,31,417,0.206468,404,465,0.000996,28,0.001475,11,17,7,7,1,2,0,0,0,107,4,3/92,0,0.316401,456
poi-10-5,1,0.67,7,1,52,109,0,0.004597,0,109,0.00177813,109,235,0,0,0.000224,2,0,0,0,0,0,0,0,0,49,3,0/0,0,0.00124288,109
poi-10-5,1,0.67,7,1,104,215,0,0.044195,1,215,0.0415931,215,219,0.000594,13,0.000502,6,18,15,3,0,0,0,0,0,90,6,0/0,0,0.010273,292
poi-10-5,1,0.67,7,2,52,109,0,0.004553,0,109,0.00168705,109,235,0,0,0.000238,2,0,0,0,0,0,0,0,0,49,3,0/0,0,0.00119805,109
poi-10-5,1,0.67,7,2,104,215,0,0.042749,1,215,0.0399091,215,219,0.000599,13,0.000675,6,18,15,3,0,0,0,0,0,90,6,0/0,0,0.0118458,292
